DATATIME,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,WINDSPEED,POWER
2021-04-03 02:00:00,227,16.2,42,766,5.6,35116.0
2021-04-03 02:15:00,229,16.0,44,766,6.0,40873.0
2021-04-03 02:30:00,230,15.8,45,766,5.8,38546.0
2021-04-03 02:45:00,232,15.6,47,765,5.6,35277.0
2021-04-03 03:00:00,234,15.4,48,765,5.4,30975.0
2021-04-03 03:15:00,236,15.2,50,765,5.1,27756.0
2021-04-03 03:30:00,238,15.1,51,765,5.4,30957.0
2021-04-03 03:45:00,240,14.9,52,765,5.4,31410.0
2021-04-03 04:00:00,242,14.8,53,765,5.4,31948.0
2021-04-03 04:15:00,243,14.6,53,765,5.9,37563.0
2021-04-03 04:30:00,243,14.5,54,765,5.8,37910.0
2021-04-03 04:45:00,243,14.3,55,765,5.6,33353.0
2021-04-03 05:00:00,244,14.2,56,765,5.4,32529.0
2021-04-03 05:15:00,244,14.0,56,765,5.3,31362.0
2021-04-03 05:30:00,244,13.8,57,765,5.7,34928.0
2021-04-03 05:45:00,242,13.7,58,766,6.1,40987.0
2021-04-03 06:00:00,242,13.5,59,766,6.5,47977.0
2021-04-03 06:15:00,242,13.3,60,766,6.5,49329.0
2021-04-03 06:30:00,240,13.1,61,766,6.5,50161.0
2021-04-03 06:45:00,239,12.9,62,766,6.5,50244.0
2021-04-03 07:00:00,237,12.7,63,766,6.6,52560.0
2021-04-03 07:15:00,237,12.9,62,766,6.7,52465.0
2021-04-03 07:30:00,237,13.6,60,766,6.6,50994.0
2021-04-03 07:45:00,236,14.3,57,767,6.4,45372.0
2021-04-03 08:00:00,235,15.0,55,767,6.1,41074.0
2021-04-03 08:15:00,234,15.7,53,767,5.9,37007.0
2021-04-03 08:30:00,233,16.4,51,767,5.8,34991.0
2021-04-03 08:45:00,231,17.2,48,768,5.8,34721.0
2021-04-03 09:00:00,229,17.9,46,768,5.6,33829.0
2021-04-03 09:15:00,228,18.7,44,768,6.2,41121.0
2021-04-03 09:30:00,230,19.4,41,768,6.3,43580.0
2021-04-03 09:45:00,233,20.2,38,769,6.4,46250.0
2021-04-03 10:00:00,234,20.9,35,769,7.0,55236.0
2021-04-03 10:15:00,236,21.6,32,769,7.1,60556.0
2021-04-03 10:30:00,237,22.1,29,769,7.6,66603.0
2021-04-03 10:45:00,238,22.6,26,769,7.8,72951.0
2021-04-03 11:00:00,239,23.1,23,769,7.7,75168.0
2021-04-03 11:15:00,238,23.5,21,769,7.6,72223.0
2021-04-03 11:30:00,238,23.9,20,769,7.0,61481.0
2021-04-03 11:45:00,237,24.4,19,768,7.6,70622.0
2021-04-03 12:00:00,237,24.8,18,768,8.3,83634.0
2021-04-03 12:15:00,235,25.2,17,768,8.1,79181.0
2021-04-03 12:30:00,235,25.5,16,768,8.0,82441.0
2021-04-03 12:45:00,234,25.8,16,767,8.2,80899.0
2021-04-03 13:00:00,234,26.1,15,767,7.9,76563.0
2021-04-03 13:15:00,234,26.4,15,767,7.9,78984.0
2021-04-03 13:30:00,234,26.6,15,767,7.9,73943.0
2021-04-03 13:45:00,234,26.8,14,766,7.3,63009.0
2021-04-03 14:00:00,233,27.0,14,766,7.6,68147.0
2021-04-03 14:15:00,233,27.1,14,766,7.7,68598.0
2021-04-03 14:30:00,233,27.2,14,766,7.7,66151.0
2021-04-03 14:45:00,233,27.2,13,765,7.5,67192.0
2021-04-03 15:00:00,233,27.3,13,765,7.5,66058.0
2021-04-03 15:15:00,233,27.3,13,765,7.4,64575.0
2021-04-03 15:30:00,233,27.3,13,765,7.7,67143.0
2021-04-03 15:45:00,233,27.4,12,764,7.9,76630.0
2021-04-03 16:00:00,233,27.4,12,764,8.2,79309.0
2021-04-03 16:15:00,232,27.4,12,764,8.5,90356.0
2021-04-03 16:30:00,231,27.3,12,764,8.8,94112.0
2021-04-03 16:45:00,230,27.3,11,763,8.8,93026.0
2021-04-03 17:00:00,229,27.2,11,763,8.0,73803.0
2021-04-03 17:15:00,227,27.1,11,763,9.0,96301.0
2021-04-03 17:30:00,224,26.9,11,763,8.7,94790.0
2021-04-03 17:45:00,222,26.7,12,764,9.1,91621.0
2021-04-03 18:00:00,220,26.5,12,764,8.7,87976.0
2021-04-03 18:15:00,217,26.2,12,764,8.5,86670.0
2021-04-03 18:30:00,216,25.7,13,764,8.7,89490.0
2021-04-03 18:45:00,215,25.3,14,764,8.3,84608.0
2021-04-03 19:00:00,213,24.8,15,764,8.0,76490.0
2021-04-03 19:15:00,213,24.4,15,764,7.1,59479.0
2021-04-03 19:30:00,212,23.9,15,764,6.5,46581.0
2021-04-03 19:45:00,212,23.5,16,765,7.1,60080.0
2021-04-03 20:00:00,211,23.0,16,765,6.5,50135.0
2021-04-03 20:15:00,208,22.6,16,765,6.4,46234.0
2021-04-03 20:30:00,201,22.2,17,765,6.0,39136.0
2021-04-03 20:45:00,194,21.7,18,766,6.2,45113.0
2021-04-03 21:00:00,186,21.3,19,766,6.8,57012.0
2021-04-03 21:15:00,177,20.7,24,766,7.2,63243.0
2021-04-03 21:30:00,165,19.9,34,766,7.7,69426.0
2021-04-03 21:45:00,152,19.2,44,767,7.4,67343.0
2021-04-03 22:00:00,141,18.4,54,767,7.3,66348.0
2021-04-03 22:15:00,136,17.8,63,767,7.0,60197.0
2021-04-03 22:30:00,137,17.5,72,767,6.5,51093.0
2021-04-03 22:45:00,138,17.2,80,768,6.0,42224.0
2021-04-03 23:00:00,139,16.9,89,768,5.1,28989.0
2021-04-03 23:15:00,141,16.7,93,768,5.2,28070.0
2021-04-03 23:30:00,143,16.6,94,768,5.2,27230.0
2021-04-03 23:45:00,146,16.6,94,768,5.1,26784.0
2021-04-04 00:00:00,147,15.8,91,769,5.4,30010.0
2021-04-04 00:15:00,148,15.8,91,769,5.9,38929.0
2021-04-04 00:30:00,146,15.7,91,769,5.8,38499.0
2021-04-04 00:45:00,145,15.6,91,769,6.1,43045.0
2021-04-04 01:00:00,144,15.5,91,769,6.3,47220.0
2021-04-04 01:15:00,143,15.4,91,769,6.6,51868.0
2021-04-04 01:30:00,143,15.3,92,769,6.4,47282.0
2021-04-04 01:45:00,143,15.1,93,768,5.6,33515.0
2021-04-04 02:00:00,142,15.0,94,768,5.6,34433.0
2021-04-04 02:15:00,142,14.9,94,768,5.1,25688.0
2021-04-04 02:30:00,143,14.9,94,768,4.9,22744.0
2021-04-04 02:45:00,145,14.8,94,768,5.0,22685.0
2021-04-04 03:00:00,146,14.8,94,768,4.9,21685.0
2021-04-04 03:15:00,147,14.8,94,768,4.7,19442.0
2021-04-04 03:30:00,146,14.8,94,768,4.8,21216.0
2021-04-04 03:45:00,145,14.7,94,768,5.3,27167.0
2021-04-04 04:00:00,144,14.7,94,768,4.4,16388.0
2021-04-04 04:15:00,144,14.7,94,768,4.8,21969.0
2021-04-04 04:30:00,144,14.6,94,768,5.4,28832.0
2021-04-04 04:45:00,144,14.5,95,767,5.0,24194.0
2021-04-04 05:00:00,143,14.4,95,767,4.5,18544.0
2021-04-04 05:15:00,142,14.4,95,767,4.4,16966.0
2021-04-04 05:30:00,142,14.4,95,767,4.5,16344.0
2021-04-04 05:45:00,142,14.4,94,768,4.8,20936.0
2021-04-04 06:00:00,142,14.4,94,768,4.5,16467.0
2021-04-04 06:15:00,142,14.4,94,768,4.2,14908.0
2021-04-04 06:30:00,142,14.3,95,768,4.1,12074.0
2021-04-04 06:45:00,141,14.3,95,768,3.8,10492.0
2021-04-04 07:00:00,141,14.2,96,768,3.7,10949.0
2021-04-04 07:15:00,141,14.3,96,768,4.1,13361.0
2021-04-04 07:30:00,141,14.4,95,768,4.0,12149.0
2021-04-04 07:45:00,141,14.5,94,769,4.0,12813.0
2021-04-04 08:00:00,141,14.6,93,769,4.2,15967.0
2021-04-04 08:15:00,143,14.7,92,769,4.5,16566.0
2021-04-04 08:30:00,145,15.0,90,769,4.6,20448.0
2021-04-04 08:45:00,148,15.3,89,770,4.8,21438.0
2021-04-04 09:00:00,150,15.6,87,770,4.6,20589.0
2021-04-04 09:15:00,154,15.8,85,770,3.8,10527.0
2021-04-04 09:30:00,156,16.0,84,770,3.6,9012.0
2021-04-04 09:45:00,158,16.3,83,770,3.7,9829.0
2021-04-04 10:00:00,160,16.5,82,770,4.5,18923.0
2021-04-04 10:15:00,163,16.7,80,770,4.9,26364.0
2021-04-04 10:30:00,166,16.9,79,770,6.0,39282.0
2021-04-04 10:45:00,169,17.2,77,770,6.1,37604.0
2021-04-04 11:00:00,172,17.4,76,770,5.9,34517.0
2021-04-04 11:15:00,174,17.6,74,770,6.5,47156.0
2021-04-04 11:30:00,176,17.8,72,770,6.3,46976.0
2021-04-04 11:45:00,180,18.0,71,770,6.6,50073.0
2021-04-04 12:00:00,181,18.2,69,770,5.3,28212.0
2021-04-04 12:15:00,183,18.4,67,770,6.2,45071.0
2021-04-04 12:30:00,187,18.5,66,770,5.7,35298.0
2021-04-04 12:45:00,190,18.6,64,770,5.3,26932.0
2021-04-04 13:00:00,195,18.7,63,770,5.5,30965.0
2021-04-04 13:15:00,202,18.8,61,770,6.0,39112.0
2021-04-04 13:30:00,210,18.9,59,770,7.0,55546.0
2021-04-04 13:45:00,219,19.0,57,769,6.3,40449.0
2021-04-04 14:00:00,227,19.1,55,769,6.8,56432.0
2021-04-04 14:15:00,230,19.0,54,769,7.0,59289.0
2021-04-04 14:30:00,230,18.8,53,769,6.3,43483.0
2021-04-04 14:45:00,229,18.6,53,768,6.6,49154.0
2021-04-04 15:00:00,229,18.4,52,768,7.6,69326.0
2021-04-04 15:15:00,231,18.2,53,768,7.2,61969.0
2021-04-04 15:30:00,236,17.9,54,768,6.2,42142.0
2021-04-04 15:45:00,240,17.6,55,768,5.9,37514.0
2021-04-04 16:00:00,244,17.3,56,768,6.4,45150.0
2021-04-04 16:15:00,245,17.1,57,768,5.6,32821.0
2021-04-04 16:30:00,242,16.9,58,768,5.1,23430.0
2021-04-04 16:45:00,236,16.7,60,768,5.2,27614.0
2021-04-04 17:00:00,230,16.5,61,768,5.1,24535.0
2021-04-04 17:15:00,220,16.4,63,768,4.7,18177.0
2021-04-04 17:30:00,214,16.3,64,768,3.9,11735.0
2021-04-04 17:45:00,209,16.2,65,768,3.9,15062.0
2021-04-04 18:00:00,203,16.1,66,768,4.4,17388.0
2021-04-04 18:15:00,202,15.9,67,768,5.1,30094.0
2021-04-04 18:30:00,202,15.7,69,768,5.2,27559.0
2021-04-04 18:45:00,203,15.5,70,768,4.8,22525.0
2021-04-04 19:00:00,204,15.3,72,768,4.5,19292.0
2021-04-04 19:15:00,204,15.1,74,768,4.5,21128.0
2021-04-04 19:30:00,194,14.9,75,768,4.5,19727.0
2021-04-04 19:45:00,188,14.8,77,768,4.1,15463.0
2021-04-04 20:00:00,180,14.6,78,768,4.4,19119.0
2021-04-04 20:15:00,164,14.5,79,768,4.3,17435.0
2021-04-04 20:30:00,153,14.5,80,768,3.9,14329.0
2021-04-04 20:45:00,148,14.5,81,769,3.9,11748.0
2021-04-04 21:00:00,145,14.5,82,769,3.9,10914.0
2021-04-04 21:15:00,143,14.5,83,769,3.3,8637.0
2021-04-04 21:30:00,137,14.4,84,769,3.3,7360.0
2021-04-04 21:45:00,128,14.3,85,770,4.0,14225.0
2021-04-04 22:00:00,123,14.2,86,770,5.0,28129.0
2021-04-04 22:15:00,123,14.2,87,770,4.8,22642.0
2021-04-04 22:30:00,133,14.1,89,770,5.5,36378.0
2021-04-04 22:45:00,144,14.1,90,771,5.2,23129.0
2021-04-04 23:00:00,153,14.0,92,771,4.5,15857.0
2021-04-04 23:15:00,158,14.0,93,771,4.5,16774.0
2021-04-04 23:30:00,159,13.9,94,771,4.3,14020.0
2021-04-04 23:45:00,159,13.8,94,771,4.7,17565.0
2021-04-05 00:00:00,165,12.6,92,771,3.4,7736.0
2021-04-05 00:15:00,166,12.6,92,771,2.9,4825.0
2021-04-05 00:30:00,168,12.5,92,771,3.4,7488.0
2021-04-05 00:45:00,169,12.4,93,771,3.0,3356.0
2021-04-05 01:00:00,171,12.3,93,771,2.5,1730.0
2021-04-05 01:15:00,175,12.3,93,771,2.6,2177.0
2021-04-05 01:30:00,176,12.3,93,771,4.0,10199.0
2021-04-05 01:45:00,178,12.2,94,771,4.4,15719.0
2021-04-05 02:00:00,180,12.2,94,771,3.8,10502.0
2021-04-05 02:15:00,182,12.2,94,771,3.7,8873.0
2021-04-05 02:30:00,186,12.2,94,771,4.2,15641.0
2021-04-05 02:45:00,188,12.1,94,770,4.4,16990.0
2021-04-05 03:00:00,192,12.1,94,770,4.1,15488.0
2021-04-05 03:15:00,195,12.1,94,770,4.2,16329.0
2021-04-05 03:30:00,198,12.0,94,770,4.4,17857.0
2021-04-05 03:45:00,200,12.0,94,769,5.0,28228.0
2021-04-05 04:00:00,203,11.9,94,769,5.6,36346.0
2021-04-05 04:15:00,206,11.9,94,769,5.6,34964.0
2021-04-05 04:30:00,210,11.8,94,769,5.7,39924.0
2021-04-05 04:45:00,213,11.8,95,769,6.1,43152.0
2021-04-05 05:00:00,218,11.7,95,769,5.8,37677.0
2021-04-05 05:15:00,221,11.7,95,769,6.3,46750.0
2021-04-05 05:30:00,221,11.7,95,769,7.0,58685.0
2021-04-05 05:45:00,220,11.6,94,769,5.1,24139.0
2021-04-05 06:00:00,220,11.6,94,769,5.3,28122.0
2021-04-05 06:15:00,221,11.6,94,769,5.7,35772.0
2021-04-05 06:30:00,224,11.6,93,769,5.5,36842.0
2021-04-05 06:45:00,226,11.5,92,770,5.6,34037.0
2021-04-05 07:00:00,229,11.5,91,770,5.8,36594.0
2021-04-05 07:15:00,231,11.6,89,770,5.9,38937.0
2021-04-05 07:30:00,232,11.7,88,770,6.4,48406.0
2021-04-05 07:45:00,233,11.8,87,770,7.1,61980.0
2021-04-05 08:00:00,234,11.9,86,770,7.7,73391.0
2021-04-05 08:15:00,234,12.0,84,770,7.0,58669.0
2021-04-05 08:30:00,232,12.1,83,770,7.2,65515.0
2021-04-05 08:45:00,231,12.2,81,771,8.3,89270.0
2021-04-05 09:00:00,229,12.3,80,771,7.5,70467.0
2021-04-05 09:15:00,229,12.5,79,771,8.4,89858.0
2021-04-05 09:30:00,227,12.6,78,771,7.2,64854.0
2021-04-05 09:45:00,229,12.7,77,772,6.8,56126.0
2021-04-05 10:00:00,228,12.8,76,772,7.0,61914.0
2021-04-05 10:15:00,226,13.0,74,772,6.9,57062.0
2021-04-05 10:30:00,224,13.2,73,772,6.4,49127.0
2021-04-05 10:45:00,221,13.5,71,772,6.3,45630.0
2021-04-05 11:00:00,219,13.7,70,772,6.2,43685.0
2021-04-05 11:15:00,217,13.9,68,772,5.8,35045.0
2021-04-05 11:30:00,216,14.2,66,772,6.6,49978.0
2021-04-05 11:45:00,216,14.5,64,771,6.1,43688.0
2021-04-05 12:00:00,215,14.8,62,771,5.4,30765.0
2021-04-05 12:15:00,214,15.0,60,771,5.4,29944.0
2021-04-05 12:30:00,212,15.1,59,771,4.9,21497.0
2021-04-05 12:45:00,211,15.2,58,770,5.5,32466.0
2021-04-05 13:00:00,210,15.3,57,770,4.6,19002.0
2021-04-05 13:15:00,209,15.6,56,770,4.4,16167.0
2021-04-05 13:30:00,208,15.9,55,770,4.35,15679.5
2021-04-05 13:45:00,209,16.2,54,770,4.3,15192.0
2021-04-05 14:00:00,208,16.5,53,770,4.1,12180.0
2021-04-05 14:15:00,208,16.6,52,770,4.2,14223.0
2021-04-05 14:30:00,207,16.6,52,770,4.0,11357.0
2021-04-05 14:45:00,205,16.7,53,769,4.0,11780.0
2021-04-05 15:00:00,204,16.7,53,769,3.9,10048.0
2021-04-05 15:15:00,202,16.7,53,769,4.2,14017.0
2021-04-05 15:30:00,201,16.7,53,769,4.0,11487.0
2021-04-05 15:45:00,200,16.6,54,768,3.7,9219.0
2021-04-05 16:00:00,199,16.6,54,768,3.9,12059.0
2021-04-05 16:15:00,198,16.5,54,768,3.6,8679.0
2021-04-05 16:30:00,198,16.4,55,768,3.1,5400.0
2021-04-05 16:45:00,198,16.2,56,768,2.9,3139.0
2021-04-05 17:00:00,198,16.1,57,768,3.3,5952.0
2021-04-05 17:15:00,199,15.9,58,768,3.8,10510.0
2021-04-05 17:30:00,200,15.8,59,768,3.6,8623.0
2021-04-05 17:45:00,201,15.6,60,768,3.7,9613.0
2021-04-05 18:00:00,202,15.5,61,768,3.1,5566.0
2021-04-05 18:15:00,202,15.3,62,768,2.5,1571.0
2021-04-05 18:30:00,200,15.1,64,768,2.5,1279.0
2021-04-05 18:45:00,199,14.8,65,769,2.6,899.0
2021-04-05 19:00:00,197,14.6,67,769,2.4,489.0
2021-04-05 19:15:00,196,14.4,69,769,1.9,-268.0
2021-04-05 19:30:00,196,14.1,71,769,1.6,32.0
2021-04-05 19:45:00,196,13.9,72,769,3.3,1704.0
2021-04-05 20:00:00,197,13.6,74,769,4.6,17209.0
2021-04-05 20:15:00,197,13.4,75,769,4.0,13169.0
2021-04-05 20:30:00,197,13.2,76,769,3.5,7465.0
2021-04-05 20:45:00,199,13.1,77,770,4.3,15534.0
2021-04-05 21:00:00,200,12.9,78,770,4.6,20329.0
2021-04-05 21:15:00,200,12.8,78,770,5.0,23700.0
2021-04-05 21:30:00,202,12.7,78,770,5.0,25990.0
2021-04-05 21:45:00,203,12.6,79,771,4.8,25473.0
2021-04-05 22:00:00,206,12.5,79,771,5.2,28761.0
2021-04-05 22:15:00,206,12.5,79,771,4.9,25291.0
2021-04-05 22:30:00,205,12.4,79,771,4.8,25313.0
2021-04-05 22:45:00,204,12.3,80,772,4.9,23045.0
2021-04-05 23:00:00,204,12.2,80,772,5.7,37867.0
2021-04-05 23:15:00,205,12.1,80,772,6.0,45977.0
2021-04-05 23:30:00,207,12.0,80,772,5.6,36145.0
2021-04-05 23:45:00,210,12.0,81,771,5.6,35242.0
2021-04-06 00:00:00,173,12.0,95,771,6.3,54988.0
2021-04-06 00:15:00,172,12.0,95,771,5.4,34816.0
2021-04-06 00:30:00,173,12.0,95,771,4.7,25897.0
2021-04-06 00:45:00,174,12.0,95,771,3.8,10379.0
2021-04-06 01:00:00,176,12.0,95,771,3.3,7698.0
2021-04-06 01:15:00,178,12.0,95,771,3.0,6948.0
2021-04-06 01:30:00,182,12.0,95,771,3.1,8646.0
2021-04-06 01:45:00,185,12.0,95,770,2.6,3517.0
2021-04-06 02:00:00,191,12.0,95,770,2.6,2104.0
2021-04-06 02:15:00,195,12.0,95,770,2.5,1420.5
2021-04-06 02:30:00,198,12.0,95,770,2.4,737.0
2021-04-06 02:45:00,203,12.0,95,770,2.2,680.0
2021-04-06 03:00:00,207,12.0,95,770,2.1,494.0
2021-04-06 03:15:00,211,12.0,95,770,2.5,586.0
2021-04-06 03:30:00,212,12.0,95,770,2.5,1612.0
2021-04-06 03:45:00,213,11.9,95,769,1.8,-163.0
2021-04-06 04:00:00,214,11.9,95,769,2.3,640.0
2021-04-06 04:15:00,215,11.9,95,769,3.4,4700.0
2021-04-06 04:30:00,216,11.9,95,769,3.4,4658.0
2021-04-06 04:45:00,217,11.8,96,769,3.4,6003.0
2021-04-06 05:00:00,219,11.8,96,769,3.3,5574.0
2021-04-06 05:15:00,221,11.8,96,769,3.6,7518.0
2021-04-06 05:30:00,229,11.8,96,769,3.8,9764.0
2021-04-06 05:45:00,234,11.8,96,769,2.7,2754.0
2021-04-06 06:00:00,247,11.8,96,769,3.2,4963.0
2021-04-06 06:15:00,256,11.8,96,769,2.4,1689.0
2021-04-06 06:30:00,257,11.8,96,769,2.1,381.0
2021-04-06 06:45:00,264,11.8,96,769,2.5,1664.0
2021-04-06 07:00:00,265,11.8,96,769,2.6,1504.0
2021-04-06 07:15:00,259,11.8,96,769,2.7,1339.0
2021-04-06 07:30:00,243,11.9,95,769,3.2,3674.0
2021-04-06 07:45:00,234,11.9,95,770,5.1,23685.0
2021-04-06 08:00:00,216,12.0,94,770,6.3,52668.0
2021-04-06 08:15:00,217,12.0,94,770,6.0,44969.0
2021-04-06 08:30:00,231,12.1,94,770,5.3,30965.0
2021-04-06 08:45:00,238,12.2,94,771,5.2,30382.0
2021-04-06 09:00:00,245,12.3,94,771,5.1,25059.0
2021-04-06 09:15:00,251,12.3,94,771,4.7,20455.0
2021-04-06 09:30:00,257,12.4,93,771,4.9,24644.0
2021-04-06 09:45:00,260,12.5,93,771,4.0,13852.0
2021-04-06 10:00:00,265,12.6,92,771,3.9,12781.0
2021-04-06 10:15:00,268,12.6,92,771,5.0,24096.0
2021-04-06 10:30:00,270,12.7,92,771,3.8,11003.0
2021-04-06 10:45:00,272,12.7,91,771,4.2,14902.0
2021-04-06 11:00:00,275,12.8,91,771,4.5,18033.0
2021-04-06 11:15:00,278,12.9,91,771,3.8,11170.0
2021-04-06 11:30:00,284,13.0,90,771,4.6,17674.0
2021-04-06 11:45:00,287,13.1,89,771,3.8,9189.0
2021-04-06 12:00:00,291,13.2,88,771,2.7,2459.0
2021-04-06 12:15:00,289,13.2,88,771,3.4,5256.0
